poi_id,business_name,address,city,state,zip,lat,lon,record_type,operating_status,poi_confidence,geocode_precision,competition_3mi,nearest_competitor_mi,median_household_income_est,renter_pct_est,multifamily_pct_est,no_vehicle_pct_est,population_density_est,hispanic_pct_est,black_pct_est,immigrant_language_proxy_pct_est,income_fit_score,renter_score,multifamily_score,no_vehicle_score,density_score,ethnicity_language_proxy_score,demand_score_0_100,opportunity_score_0_100,map_color,demand_zone,data_quality_flag,source,source_url,notes,google_maps_url
EX0796,Euless Laundry Market Cell 012,3670 Park Rd / market-cell centroid,Euless,TX,76792,32.879887,-97.078608,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,11,0.62,76924,28.1,34.2,5.0,3003,34.7,11.0,29.5,83.3,18.0,28.4,23.1,27.3,53.6,36.3,30.8,red,Euless,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.879887,-97.078608"
EX0797,Euless Laundry Market Cell 013,8669 Greenville Rd / market-cell centroid,Euless,TX,76328,32.837921,-97.013568,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.23,87213,34.0,30.7,7.9,2811,45.1,20.2,30.4,68.9,31.1,21.4,45.4,23.8,68.8,37.4,26.4,red,Euless,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.837921,-97.013568"
EX0798,Euless Laundry Market Cell 014,9856 Forest Rd / market-cell centroid,Euless,TX,76169,32.830073,-97.097681,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,14,0.27,83954,40.8,42.3,10.9,3516,29.6,4.9,29.3,73.5,46.2,44.6,68.5,36.7,45.6,49.1,32.6,red,Euless,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.830073,-97.097681"
EX0799,Euless Laundry Market Cell 015,5257 K Ave Rd / market-cell centroid,Euless,TX,76800,32.890531,-97.082399,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,12,0.77,74036,39.7,40.0,8.7,4418,10.8,15.8,9.2,87.3,43.8,40.0,51.5,53.1,21.9,50.3,39.2,red,Euless,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.890531,-97.082399"
EX0800,Euless Laundry Market Cell 016,1943 Walnut Rd / market-cell centroid,Euless,TX,76224,32.834535,-97.013727,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.23,83598,48.6,53.4,8.2,2458,5,21.4,6.4,74.0,63.6,66.8,47.7,17.4,17.0,52.1,35.5,red,Euless,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.834535,-97.013727"
EX0801,Bedford Laundry Market Cell 004,3470 Lamar Rd / market-cell centroid,Bedford,TX,76200,32.885979,-97.14888,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,14,0.96,85220,51.3,54.6,4.5,2860,31.8,5.1,23.2,71.7,69.6,69.2,19.2,24.7,45.4,52.9,39.5,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.885979,-97.14888"
EX0802,Bedford Laundry Market Cell 005,456 Northwest Hwy Rd / market-cell centroid,Bedford,TX,76556,32.825325,-97.11108,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,20,0.29,77181,26.2,41.7,5.9,1765,17.3,7.4,18.8,82.9,13.8,43.4,30.0,4.8,29.2,29.7,20.3,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.825325,-97.11108"
EX0803,Bedford Laundry Market Cell 006,8296 Midway Rd / market-cell centroid,Bedford,TX,76823,32.893874,-97.115364,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.17,87773,53.8,56.3,1,3094,19.4,1,14.8,68.1,75.1,72.6,0,29.0,27.1,52.7,35.5,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.893874,-97.115364"
EX0804,Bedford Laundry Market Cell 007,2753 Lamar Rd / market-cell centroid,Bedford,TX,76613,32.892916,-97.112606,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.17,73601,32.8,39.5,1.7,3210,19.0,1,15.2,88.0,28.4,39.0,0,31.1,26.8,37.6,26.1,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.892916,-97.112606"
EX0805,Bedford Laundry Market Cell 008,6171 Midway Rd / market-cell centroid,Bedford,TX,76987,32.85043,-97.16856,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,18,1.06,78606,49.0,55.6,2.7,2186,17.2,16.0,21.7,81.0,64.4,71.2,5.4,12.5,34.0,47.6,36.6,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.85043,-97.16856"
EX0806,Bedford Laundry Market Cell 009,3084 Broadway Rd / market-cell centroid,Bedford,TX,76370,32.82199,-97.125693,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,19,0.67,70694,34.5,55.3,6.4,3826,25.8,12.5,17.1,92.0,32.2,70.6,33.8,42.3,39.6,48.2,34.3,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.82199,-97.125693"
EX0807,Bedford Laundry Market Cell 010,9452 Park Rd / market-cell centroid,Bedford,TX,76987,32.825493,-97.140382,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,16,0.89,74088,42.6,45.3,5.7,2520,10.1,13.8,11.4,87.3,50.2,50.6,28.5,18.5,21.2,44.5,33.5,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.825493,-97.140382"
EX0808,Bedford Laundry Market Cell 011,5940 Walnut Hill Rd / market-cell centroid,Bedford,TX,76221,32.83203,-97.108956,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,0.48,94653,30.7,49.8,2.3,3158,18.5,6.8,22.1,60.9,23.8,59.6,2.3,30.1,31.6,34.8,24.8,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.83203,-97.108956"
EX0809,Bedford Laundry Market Cell 012,706 Park Rd / market-cell centroid,Bedford,TX,76892,32.875571,-97.088751,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,14,0.17,75100,49.2,39.1,8.7,3019,11.1,15.9,11.1,85.9,64.9,38.2,51.5,27.6,23.1,50.2,32.6,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.875571,-97.088751"
EX0810,Bedford Laundry Market Cell 013,3809 Walnut Hill Rd / market-cell centroid,Bedford,TX,76940,32.82728,-97.100973,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,16,0.27,72062,38.3,40.4,1.6,3189,10.2,16.5,14.1,90.1,40.7,40.8,0,30.7,23.6,39.6,26.4,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.82728,-97.100973"
EX0811,Bedford Laundry Market Cell 014,7426 Marsh Rd / market-cell centroid,Bedford,TX,76652,32.879625,-97.185242,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,14,0.6,68950,44.3,44.0,2.0,3525,16.0,1,22.4,94.5,54.0,48.0,0,36.8,26.7,47.1,33.6,red,Bedford,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.879625,-97.185242"
EX0812,North Richland Hills Laundry Market Cell 004,5225 Gus Thomasson Rd / market-cell centroid,North Richland Hills,TX,76147,32.814636,-97.243714,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,23,0.37,69940,31.6,33.2,5.2,3619,21.6,17.6,23.5,93.1,25.8,26.4,24.6,38.5,40.0,35.9,24.7,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.814636,-97.243714"
EX0813,North Richland Hills Laundry Market Cell 005,3292 Pioneer Rd / market-cell centroid,North Richland Hills,TX,76478,32.799445,-97.210625,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,1.01,69369,44.5,31.5,6.9,3235,22.2,1,14.6,93.9,54.4,23.0,37.7,31.5,29.9,43.8,33.9,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.799445,-97.210625"
EX0814,North Richland Hills Laundry Market Cell 006,6664 Lamar Rd / market-cell centroid,North Richland Hills,TX,76515,32.863169,-97.203861,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,15,0.52,73648,29.0,37.1,1,2858,14.5,10.0,17.2,87.9,20.0,34.2,0,24.7,26.7,32.6,23.6,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.863169,-97.203861"
EX0815,North Richland Hills Laundry Market Cell 007,8789 Marsh Rd / market-cell centroid,North Richland Hills,TX,76132,32.877967,-97.226233,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.3,59501,38.7,31.4,4.7,2537,5.6,13.0,6.1,100,41.6,22.8,20.8,18.9,13.9,39.1,27.8,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.877967,-97.226233"
EX0816,North Richland Hills Laundry Market Cell 008,486 Josey Rd / market-cell centroid,North Richland Hills,TX,76826,32.864579,-97.175829,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,0.86,92283,32.8,35.9,1,3286,16.4,11.3,15.7,63.0,28.4,31.8,0,32.5,28.6,30.7,24.8,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.864579,-97.175829"
EX0817,North Richland Hills Laundry Market Cell 009,6428 Cooper Rd / market-cell centroid,North Richland Hills,TX,76993,32.809959,-97.240674,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,25,0.37,81529,39.9,42.9,8.8,3633,21.9,11.7,15.2,76.9,44.2,45.8,52.3,38.8,34.4,44.5,30.1,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.809959,-97.240674"
EX0818,North Richland Hills Laundry Market Cell 010,5716 Park Rd / market-cell centroid,North Richland Hills,TX,76975,32.878503,-97.221127,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,15,0.3,64440,30.1,26.5,5.5,3145,39.4,13.0,31.5,100,22.4,13.0,26.9,29.9,60.2,35.9,24.2,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.878503,-97.221127"
EX0819,North Richland Hills Laundry Market Cell 011,5262 Division Rd / market-cell centroid,North Richland Hills,TX,76165,32.829799,-97.164143,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,1.21,62626,51.2,31.7,1,2579,19.9,19.5,20.0,100,69.3,23.4,0,19.6,37.6,45.3,37.8,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.829799,-97.164143"
EX0820,North Richland Hills Laundry Market Cell 012,7410 Lancaster Rd / market-cell centroid,North Richland Hills,TX,76994,32.841216,-97.286816,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,20,0.38,82755,54.8,25.9,1.3,4440,17.3,7.1,23.1,75.1,77.3,11.8,0,53.5,30.9,42.5,28.9,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.841216,-97.286816"
EX0821,North Richland Hills Laundry Market Cell 013,4128 Belt Line Rd / market-cell centroid,North Richland Hills,TX,76565,32.837558,-97.270864,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,23,0.96,88277,32.0,37.0,3.5,2920,15.3,17.1,20.5,67.4,26.7,34.0,11.5,25.8,31.9,30.2,25.1,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.837558,-97.270864"
EX0822,North Richland Hills Laundry Market Cell 014,3751 Abrams Rd / market-cell centroid,North Richland Hills,TX,76467,32.857784,-97.197649,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,16,0.52,92333,41.5,48.6,7.2,2669,14.8,15.3,17.9,63.0,47.8,57.2,40.0,21.3,29.6,43.5,30.4,red,North Richland Hills,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.857784,-97.197649"
EX0823,DeSoto Laundry Market Cell 004,324 Forest Rd / market-cell centroid,DeSoto,TX,75847,32.552618,-96.881966,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,0.74,71583,46.4,23.2,5.7,3221,19.7,75.0,20.1,90.8,58.7,6.4,28.5,31.3,60.8,45.2,38.3,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.552618,-96.881966"
EX0824,DeSoto Laundry Market Cell 005,5186 Midway Rd / market-cell centroid,DeSoto,TX,75102,32.580923,-96.852198,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,8,0.4,80807,12.7,32.9,1.8,2856,17.9,47.6,12.7,77.9,0,25.8,0,24.7,44.2,28.8,28.4,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.580923,-96.852198"
EX0825,DeSoto Laundry Market Cell 006,4059 Pioneer Rd / market-cell centroid,DeSoto,TX,75613,32.566379,-96.862795,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,1.18,67179,31.4,20.6,5.3,3472,15.5,58.4,11.0,96.9,25.3,1.2,25.4,35.9,45.5,36.3,35.8,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.566379,-96.862795"
EX0826,DeSoto Laundry Market Cell 007,2305 Berry Rd / market-cell centroid,DeSoto,TX,75806,32.634193,-96.831784,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,4,0.76,61757,36.6,25.3,1,3291,6.0,72.0,13.6,100,36.9,10.6,0,32.6,42.4,41.4,43.6,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.634193,-96.831784"
EX0827,DeSoto Laundry Market Cell 008,4655 Story Rd / market-cell centroid,DeSoto,TX,75930,32.610968,-96.810224,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,0.68,71831,36.6,38.1,5.1,1162,16.0,76.0,19.1,90.4,36.9,36.2,23.8,0,56.9,40.2,34.9,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.610968,-96.810224"
EX0828,DeSoto Laundry Market Cell 009,3716 Broadway Rd / market-cell centroid,DeSoto,TX,75156,32.541531,-96.870963,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,8,0.25,68545,21.8,21.7,8.2,4286,20.5,55.1,23.5,95.0,4.0,3.4,47.7,50.7,54.7,37.0,32.5,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.541531,-96.870963"
EX0829,DeSoto Laundry Market Cell 010,4560 Davis Rd / market-cell centroid,DeSoto,TX,75635,32.592159,-96.863974,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,6,0.65,72539,37.5,32.1,1.7,3149,21.6,57.6,21.7,89.4,38.9,24.2,0,30.0,56.1,42.3,41.0,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.592159,-96.863974"
EX0830,DeSoto Laundry Market Cell 011,1783 Lamar Rd / market-cell centroid,DeSoto,TX,75325,32.557345,-96.893403,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,0.74,78745,37.7,44.7,5.1,3395,8.2,63.7,9.6,80.8,39.3,49.4,23.8,34.5,39.5,46.4,39.1,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.557345,-96.893403"
EX0831,DeSoto Laundry Market Cell 012,900 Josey Rd / market-cell centroid,DeSoto,TX,75160,32.584448,-96.857674,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,7,0.4,81617,30.6,31.0,5.9,3300,16.9,79.0,14.6,76.7,23.6,22.0,30.0,32.7,57.2,39.1,36.1,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.584448,-96.857674"
EX0832,DeSoto Laundry Market Cell 013,3869 Midway Rd / market-cell centroid,DeSoto,TX,75295,32.568185,-96.892884,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,11,0.75,78343,40.7,20.0,9.9,2903,5,69.8,6.3,81.3,46.0,0,60.8,25.5,37.3,40.0,33.9,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.568185,-96.892884"
EX0833,DeSoto Laundry Market Cell 014,9846 Walnut Rd / market-cell centroid,DeSoto,TX,75697,32.603467,-96.794681,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,9,0.62,76035,32.6,19.1,6.1,2213,22.6,68.8,24.9,84.6,28.0,0,31.5,13.0,63.2,33.4,31.6,red,DeSoto,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.603467,-96.794681"
EX0834,Duncanville Laundry Market Cell 004,8745 Story Rd / market-cell centroid,Duncanville,TX,75354,32.640116,-96.956088,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,8,0.78,73800,34.0,40.3,5.4,1460,32.4,44.4,29.1,87.7,31.1,40.6,26.2,0,65.1,40.9,38.5,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.640116,-96.956088"
EX0835,Duncanville Laundry Market Cell 005,4506 Story Rd / market-cell centroid,Duncanville,TX,75913,32.686888,-96.89171,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,0.76,66886,38.0,40.8,2.3,1611,37.2,22.7,35.4,97.4,40.0,41.6,2.3,2.0,63.6,41.6,36.3,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.686888,-96.89171"
EX0836,Duncanville Laundry Market Cell 006,8772 Buckner Rd / market-cell centroid,Duncanville,TX,75256,32.658092,-96.901488,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,1.19,51393,42.7,18.9,8.4,1372,35.6,31.3,24.4,100,50.4,0,49.2,0,60.9,40.6,38.5,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.658092,-96.901488"
EX0837,Duncanville Laundry Market Cell 007,4469 Camp Bowie Rd / market-cell centroid,Duncanville,TX,75857,32.699782,-96.942147,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,4,0.54,71784,49.0,34.7,3.6,2717,43.6,38.8,28.9,90.5,64.4,29.4,12.3,22.1,74.4,51.8,48.7,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.699782,-96.942147"
EX0838,Duncanville Laundry Market Cell 008,2128 Josey Rd / market-cell centroid,Duncanville,TX,75853,32.637836,-96.924895,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,10,0.99,77195,55.5,53.8,6.3,2467,40.9,39.7,36.1,82.9,78.9,67.6,33.1,17.6,75.0,60.4,49.5,yellow,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.637836,-96.924895"
EX0839,Duncanville Laundry Market Cell 009,772 Cooper Rd / market-cell centroid,Duncanville,TX,75946,32.653336,-96.957894,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,6,0.71,57204,52.3,37.1,8.6,2798,37.8,38.0,29.4,100,71.8,34.2,50.8,23.6,68.2,58.8,51.7,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.653336,-96.957894"
EX0840,Duncanville Laundry Market Cell 010,5313 Forest Rd / market-cell centroid,Duncanville,TX,75592,32.649567,-96.946458,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,9,0.71,83481,63.6,37.6,1,3682,44.2,31.7,35.3,74.1,96.9,35.2,0,39.7,74.7,57.6,47.1,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.649567,-96.946458"
EX0841,Duncanville Laundry Market Cell 011,5683 Miller Rd / market-cell centroid,Duncanville,TX,75451,32.675692,-96.88996,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,7,0.29,83904,33.2,43.7,3.2,2951,28.8,30.6,27.4,73.5,29.3,47.4,9.2,26.4,54.7,41.9,37.1,red,Duncanville,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.675692,-96.88996"
